tier;mapa;submapa;mobName;itemName;tipoDrop;familia;raridade;dropChance;minQuantity;maxQuantity;uso
5;Zona de Quarentena 9;Posto de Comando;Coronel Lacrado da Zona 9;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
5;Zona de Quarentena 9;Posto de Comando;Coronel Lacrado da Zona 9;Núcleo Infectado de Elite Raro;NUCLEO_ELITE;Núcleo Infectado de Elite;Raro;25;1;1;Crafting raro / upgrades de elite
6;Refinaria do Pó Cinzento;Tanques Vazios;Homem-Tanque Rachado;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tanques Vazios;Homem-Tanque Rachado;Biomaterial Torácico Raro;BIOMATERIAL;Biomaterial Torácico;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tanques Vazios;Afogado em Óleo Cinzento;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tanques Vazios;Afogado em Óleo Cinzento;Biomaterial Reativo Raro;BIOMATERIAL;Biomaterial Reativo;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tanques Vazios;Salamandra de Borra Cinzenta;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tanques Vazios;Salamandra de Borra Cinzenta;Biomaterial de Mobilidade Raro;BIOMATERIAL;Biomaterial de Mobilidade;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tanques Vazios;Respirador de Cinzas;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tanques Vazios;Respirador de Cinzas;Biomaterial Craniano Raro;BIOMATERIAL;Biomaterial Craniano;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tubulação Quente;Operário Escaldado de Vapor;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tubulação Quente;Operário Escaldado de Vapor;Biomaterial Cortante Raro;BIOMATERIAL;Biomaterial Cortante;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tubulação Quente;Queimado de Tubulação Viva;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tubulação Quente;Queimado de Tubulação Viva;Biomaterial Craniano Raro;BIOMATERIAL;Biomaterial Craniano;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tubulação Quente;Aracnídeo de Canos Ferventes;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tubulação Quente;Aracnídeo de Canos Ferventes;Biomaterial Cortante Raro;BIOMATERIAL;Biomaterial Cortante;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Tubulação Quente;Pressurizado Sem Face;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Tubulação Quente;Pressurizado Sem Face;Biomaterial Craniano Raro;BIOMATERIAL;Biomaterial Craniano;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Forjado em Cinzas;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Forjado em Cinzas;Biomaterial Cortante Raro;BIOMATERIAL;Biomaterial Cortante;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Carvoeiro Sem Pele;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Carvoeiro Sem Pele;Biomaterial Craniano Raro;BIOMATERIAL;Biomaterial Craniano;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Besta da Escória Fervente;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Besta da Escória Fervente;Biomaterial Reativo Raro;BIOMATERIAL;Biomaterial Reativo;Raro;35;1;1;Crafting por família de slot
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Guardião da Fornalha Morta;Resíduo Infecto Tóxico;RESIDUO;Resíduo Infecto;Raro;45;1;2;Crafting por faixa de tier
6;Refinaria do Pó Cinzento;Câmara da Fornalha;Guardião da Fornalha Morta;Núcleo Infectado de Elite Raro;NUCLEO_ELITE;Núcleo Infectado de Elite;Raro;25;1;1;Crafting raro / upgrades de elite
7;Avenida dos Caídos;Faixa Engarrafada;Motorista Fundido ao Volante;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Faixa Engarrafada;Motorista Fundido ao Volante;Biomaterial Torácico Épico;BIOMATERIAL;Biomaterial Torácico;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Faixa Engarrafada;Buzinador Sem Cabeça;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Faixa Engarrafada;Buzinador Sem Cabeça;Biomaterial Reativo Épico;BIOMATERIAL;Biomaterial Reativo;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Faixa Engarrafada;Cervídeo Atropelado Mutado;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Faixa Engarrafada;Cervídeo Atropelado Mutado;Biomaterial de Mobilidade Épico;BIOMATERIAL;Biomaterial de Mobilidade;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Faixa Engarrafada;Colosso do Para-Choque;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Faixa Engarrafada;Colosso do Para-Choque;Biomaterial Torácico Épico;BIOMATERIAL;Biomaterial Torácico;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Becos de Caça;Predador de Viela Cega;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Becos de Caça;Predador de Viela Cega;Biomaterial Cortante Épico;BIOMATERIAL;Biomaterial Cortante;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Becos de Caça;Boca de Bueiro Faminta;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Becos de Caça;Boca de Bueiro Faminta;Biomaterial Craniano Épico;BIOMATERIAL;Biomaterial Craniano;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Becos de Caça;Corpo-Parede dos Becos;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Becos de Caça;Corpo-Parede dos Becos;Biomaterial Torácico Épico;BIOMATERIAL;Biomaterial Torácico;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Becos de Caça;Caçador de Neon Quebrado;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Becos de Caça;Caçador de Neon Quebrado;Biomaterial Craniano Épico;BIOMATERIAL;Biomaterial Craniano;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Cruzamento Central;Semafórico de Carne Exposta;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Cruzamento Central;Semafórico de Carne Exposta;Biomaterial Craniano Épico;BIOMATERIAL;Biomaterial Craniano;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Cruzamento Central;Fendido do Asfalto;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Cruzamento Central;Fendido do Asfalto;Biomaterial Articular Épico;BIOMATERIAL;Biomaterial Articular;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Cruzamento Central;Trauma de Sirene Quebrada;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Cruzamento Central;Trauma de Sirene Quebrada;Biomaterial Reativo Épico;BIOMATERIAL;Biomaterial Reativo;Épico;35;1;1;Crafting por família de slot
7;Avenida dos Caídos;Cruzamento Central;Tirano do Cruzamento Morto;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
7;Avenida dos Caídos;Cruzamento Central;Tirano do Cruzamento Morto;Núcleo Infectado de Elite Épico;NUCLEO_ELITE;Núcleo Infectado de Elite;Épico;25;1;1;Crafting raro / upgrades de elite
8;Complexo Helix;Ala de Observação;Observado de Vidro Vivo;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Ala de Observação;Observado de Vidro Vivo;Biomaterial Craniano Épico;BIOMATERIAL;Biomaterial Craniano;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Ala de Observação;Técnico de Monitoração Fundido;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Ala de Observação;Técnico de Monitoração Fundido;Biomaterial Reativo Épico;BIOMATERIAL;Biomaterial Reativo;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Ala de Observação;Olho Helix Suspenso;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Ala de Observação;Olho Helix Suspenso;Biomaterial Craniano Épico;BIOMATERIAL;Biomaterial Craniano;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Ala de Observação;Réplica Neural Incompleta;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Ala de Observação;Réplica Neural Incompleta;Biomaterial Reativo Épico;BIOMATERIAL;Biomaterial Reativo;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Câmaras Seladas;Cobaia de Tanque Rompido;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Câmaras Seladas;Cobaia de Tanque Rompido;Biomaterial Torácico Épico;BIOMATERIAL;Biomaterial Torácico;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Câmaras Seladas;Gêmeos de Cápsula Fundida;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Câmaras Seladas;Gêmeos de Cápsula Fundida;Biomaterial Articular Épico;BIOMATERIAL;Biomaterial Articular;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Câmaras Seladas;Guardião de Acrílico Selado;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Câmaras Seladas;Guardião de Acrílico Selado;Biomaterial Torácico Épico;BIOMATERIAL;Biomaterial Torácico;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Câmaras Seladas;Larva de Amostra Helix;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Câmaras Seladas;Larva de Amostra Helix;Biomaterial de Mobilidade Épico;BIOMATERIAL;Biomaterial de Mobilidade;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Diretoria Helix;Executivo Parasitado;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Diretoria Helix;Executivo Parasitado;Biomaterial Craniano Épico;BIOMATERIAL;Biomaterial Craniano;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Diretoria Helix;Arquivo Vivo Helix;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Diretoria Helix;Arquivo Vivo Helix;Biomaterial Reativo Épico;BIOMATERIAL;Biomaterial Reativo;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Diretoria Helix;Assessor Biomecânico;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Diretoria Helix;Assessor Biomecânico;Biomaterial Cortante Épico;BIOMATERIAL;Biomaterial Cortante;Épico;35;1;1;Crafting por família de slot
8;Complexo Helix;Diretoria Helix;Doutor Helix Primeiro Vetor;Resíduo Infecto Mutagênico;RESIDUO;Resíduo Infecto;Épico;45;1;2;Crafting por faixa de tier
8;Complexo Helix;Diretoria Helix;Doutor Helix Primeiro Vetor;Núcleo Infectado de Elite Épico;NUCLEO_ELITE;Núcleo Infectado de Elite;Épico;25;1;1;Crafting raro / upgrades de elite
9;Necrópole Industrial;Pátio de Escória;Fundido de Escória Humana;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Pátio de Escória;Fundido de Escória Humana;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Pátio de Escória;Mutilado de Metal Derretido;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Pátio de Escória;Mutilado de Metal Derretido;Biomaterial Cortante Lendário;BIOMATERIAL;Biomaterial Cortante;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Pátio de Escória;Besouro de Fornalha Necrosado;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Pátio de Escória;Besouro de Fornalha Necrosado;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Pátio de Escória;Colosso de Fuligem Coagulada;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Pátio de Escória;Colosso de Fuligem Coagulada;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Esteiras Mortas;Costurado da Esteira Morta;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Esteiras Mortas;Costurado da Esteira Morta;Biomaterial Articular Lendário;BIOMATERIAL;Biomaterial Articular;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Esteiras Mortas;Triturador de Membros Rejeitados;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Esteiras Mortas;Triturador de Membros Rejeitados;Biomaterial Cortante Lendário;BIOMATERIAL;Biomaterial Cortante;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Esteiras Mortas;Caranguejo de Sucata Orgânica;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Esteiras Mortas;Caranguejo de Sucata Orgânica;Biomaterial de Mobilidade Lendário;BIOMATERIAL;Biomaterial de Mobilidade;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Esteiras Mortas;Boneco de Cabos Nervosos;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Esteiras Mortas;Boneco de Cabos Nervosos;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Coração da Usina;Turbina de Carne Pulsante;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Coração da Usina;Turbina de Carne Pulsante;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Coração da Usina;Forjado de Aço Necrosado;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Coração da Usina;Forjado de Aço Necrosado;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Coração da Usina;Parasita de Caldeira Morta;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Coração da Usina;Parasita de Caldeira Morta;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
9;Necrópole Industrial;Coração da Usina;Soberano da Usina Morta;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
9;Necrópole Industrial;Coração da Usina;Soberano da Usina Morta;Núcleo Infectado de Elite Lendário;NUCLEO_ELITE;Núcleo Infectado de Elite;Lendário;25;1;1;Crafting raro / upgrades de elite
10;Marco Zero;Anel Externo;Eco Humano Saturado;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Anel Externo;Eco Humano Saturado;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Anel Externo;Sentinela de Carne Cristalizada;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Anel Externo;Sentinela de Carne Cristalizada;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Anel Externo;Cervical Aberta do Marco;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Anel Externo;Cervical Aberta do Marco;Biomaterial Craniano Lendário;BIOMATERIAL;Biomaterial Craniano;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Anel Externo;Lacraia de Cinza Primária;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Anel Externo;Lacraia de Cinza Primária;Biomaterial de Mobilidade Lendário;BIOMATERIAL;Biomaterial de Mobilidade;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Zona de Saturação;Corpo Saturado de Mil Vozes;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Zona de Saturação;Corpo Saturado de Mil Vozes;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Zona de Saturação;Anjo de Pele Invertida;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Zona de Saturação;Anjo de Pele Invertida;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Zona de Saturação;Raiz Neural do Surto;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Zona de Saturação;Raiz Neural do Surto;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Zona de Saturação;Besta de Radiação Orgânica;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Zona de Saturação;Besta de Radiação Orgânica;Biomaterial Reativo Lendário;BIOMATERIAL;Biomaterial Reativo;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Núcleo do Colapso;Forma Primária do Surto;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Núcleo do Colapso;Forma Primária do Surto;Biomaterial Torácico Lendário;BIOMATERIAL;Biomaterial Torácico;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Núcleo do Colapso;Serafim do Colapso Biológico;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Núcleo do Colapso;Serafim do Colapso Biológico;Biomaterial Cortante Lendário;BIOMATERIAL;Biomaterial Cortante;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Núcleo do Colapso;Carcaça do Primeiro Paciente;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Núcleo do Colapso;Carcaça do Primeiro Paciente;Biomaterial Articular Lendário;BIOMATERIAL;Biomaterial Articular;Lendário;35;1;1;Crafting por família de slot
10;Marco Zero;Núcleo do Colapso;Coração do Marco Zero;Resíduo Infecto Saturado;RESIDUO;Resíduo Infecto;Lendário;45;1;2;Crafting por faixa de tier
10;Marco Zero;Núcleo do Colapso;Coração do Marco Zero;Núcleo Infectado de Elite Lendário;NUCLEO_ELITE;Núcleo Infectado de Elite;Lendário;25;1;1;Crafting raro / upgrades de elite
