Classe;Slot;Tier;Mapa;Raridade;Cor;Nível;Tipo;Item;Origem 1;Material 1;Origem 2;Material 2;Origem 3;Material 3;Drop de mob;Resíduo de mob
Assassino;Off Hand;5;Zona de Quarentena 9;Raro;Verde;41–50;Bombas;Bombas de Quarentena Verde;Arsenal;Cápsula de Contenção;Patrulha;Presilha de Cinto Sanitário;Tecnovarredura;Sensor de Gás Verde;Secreção Tóxica;Resíduo Infecto Tóxico
Assassino;Off Hand;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Bombas;Bombas de Fuligem Química;Arsenal;Cartucho de Refinaria;Patrulha;Pano Antióleo;Tecnovarredura;Válvula Temporizadora;Glândula Carbonizada;Resíduo Infecto Tóxico
Assassino;Off Hand;7;Avenida dos Caídos;Épico;Roxo;61–70;Bombas;Bombas de Sombra Mutagênica;Arsenal;Granadas de Fumaça Roxa;Patrulha;Bolsa Tática Rasgada;Tecnovarredura;Emissor de Ruído Instável;Pulmão Mutagênico;Resíduo Infecto Mutagênico
Assassino;Off Hand;8;Complexo Helix;Épico;Roxo;71–80;Bombas;Bombas Helix de Dispersão;Arsenal;Cápsula Helix Pressurizada;Patrulha;Suporte de Pulso Helix;Tecnovarredura;Difusor Molecular Helix;Secreção Mutante;Resíduo Infecto Mutagênico
Assassino;Off Hand;9;Necrópole Industrial;Lendário;Vermelho;81–90;Bombas;Bombas Necróticas Carmesim;Arsenal;Núcleo Explosivo Carmesim;Patrulha;Rede de Fibra Sombria;Tecnovarredura;Detonador Necrótico;Vesícula Saturada;Resíduo Infecto Saturado
Assassino;Off Hand;10;Marco Zero;Lendário;Vermelho;91–100;Bombas;Bombas do Eclipse Rubro;Arsenal;Cápsula do Marco Zero;Patrulha;Envoltório de Fibra Escarlate;Tecnovarredura;Núcleo de Dispersão Rubro;Tecido Primordial Infectado;Resíduo Infecto Saturado
Assassino;Elmo;1;Subúrbio Silencioso;Comum;Branco;0–10;Capuz;Capuz de Moletom Rasgado;Arsenal;Pino de Faca Quebrada;Patrulha;Cordão de Capuz Gasto;Tecnovarredura;Lente de Lanterna Pequena;Membrana Pálida Infectada;Resíduo Infecto Pálido
Assassino;Elmo;2;Distrito da Ferrugem;Comum;Branco;11–20;Capuz;Capuz de Oficina Sombreado;Arsenal;Pino de Estilete Oxidado;Patrulha;Tecido de Uniforme Oleoso;Tecnovarredura;LED de Máquina Quebrado;Couro Ressecado;Resíduo Infecto Pálido
Assassino;Elmo;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Capuz;Capuz de Triagem Escura;Arsenal;Clipe Cirúrgico Afiado;Patrulha;Tira de Máscara Clínica;Tecnovarredura;Sensor de Batimento Quebrado;Pele Necrosada;Resíduo Infecto Amarelado
Assassino;Elmo;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Capuz;Capuz de Embarque Oculto;Arsenal;Ponta de Canivete de Mala;Patrulha;Capuz de Passageiro Desfiado;Tecnovarredura;Chip de Catraca;Olho Calcificado;Resíduo Infecto Amarelado
Assassino;Elmo;5;Zona de Quarentena 9;Raro;Verde;41–50;Capuz;Capuz de Quarentena Verde;Arsenal;Agulha de Contenção Afiada;Patrulha;Véu Sanitário Rasgado;Tecnovarredura;Visor de Quarentena;Placa Óssea Selada;Resíduo Infecto Tóxico
Assassino;Elmo;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Capuz;Capuz de Fuligem Cinzenta;Arsenal;Rebite Cortante de Refinaria;Patrulha;Capuz Antióleo Queimado;Tecnovarredura;Sensor de Vapores;Pele Carbonizada;Resíduo Infecto Tóxico
Assassino;Elmo;7;Avenida dos Caídos;Épico;Roxo;61–70;Capuz;Capuz de Sombra Mutagênica;Arsenal;Dardo Tático Roxo;Patrulha;Tecido de Balaclava Rasgado;Tecnovarredura;Microvisor Balístico;Pele Calcificada Mutagênica;Resíduo Infecto Mutagênico
Assassino;Elmo;8;Complexo Helix;Épico;Roxo;71–80;Capuz;Capuz Helix Camuflado;Arsenal;Agulha Helix Serrilhada;Patrulha;Manta de Polímero Helix;Tecnovarredura;Módulo de Camuflagem Helix;Pele Mutante;Resíduo Infecto Mutagênico
Assassino;Elmo;9;Necrópole Industrial;Lendário;Vermelho;81–90;Capuz;Capuz Necrótico Carmesim;Arsenal;Ponta Titânica Carmesim;Patrulha;Trama de Fibra Sombria;Tecnovarredura;Interface Ocular Carmesim;Carapaça de Escória Saturada;Resíduo Infecto Saturado
Assassino;Elmo;10;Marco Zero;Lendário;Vermelho;91–100;Capuz;Capuz do Marco Zero;Arsenal;Lâmina Rubra Miniaturizada;Patrulha;Fibra Escarlate de Ocultação;Tecnovarredura;Núcleo de Sombra Rubro;Pele do Colapso;Resíduo Infecto Saturado
Assassino;Armadura;1;Subúrbio Silencioso;Comum;Branco;0–10;Traje;Traje de Rua Rasgado;Arsenal;Rebite de Faca Velha;Patrulha;Moletom Reforçado;Tecnovarredura;Placa de Walkie Quebrada;Osso Frágil Infectado;Resíduo Infecto Pálido
Assassino;Armadura;2;Distrito da Ferrugem;Comum;Branco;11–20;Traje;Traje de Oficina Silencioso;Arsenal;Pino de Ferramenta Afiado;Patrulha;Macacão de Oficina Escuro;Tecnovarredura;Rádio de Oficina Quebrado;Costela Ressecada;Resíduo Infecto Pálido
Assassino;Armadura;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Traje;Traje de Ala Isolada;Arsenal;Clipe de Bisturi Reforçado;Patrulha;Avental Clínico Escuro;Tecnovarredura;Monitor Portátil Quebrado;Costela Necrosada;Resíduo Infecto Amarelado
Assassino;Armadura;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Traje;Traje de Terminal Oculto;Arsenal;Cortador de Lacre;Patrulha;Jaqueta de Passageiro Gasta;Tecnovarredura;Leitor de Embarque Falho;Escápula Calcificada;Resíduo Infecto Amarelado
Assassino;Armadura;5;Zona de Quarentena 9;Raro;Verde;41–50;Traje;Traje de Quarentena Furtiva;Arsenal;Agulha de Injeção Reforçada;Patrulha;Colete Sanitário Escuro;Tecnovarredura;Módulo de Alarme Verde;Placa Óssea Selada;Resíduo Infecto Tóxico
Assassino;Armadura;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Traje;Traje de Refinaria Sombria;Arsenal;Ponta de Maçarico Cortante;Patrulha;Macacão Antióleo Rasgado;Tecnovarredura;Medidor de Pressão Queimado;Placa Óssea Carbonizada;Resíduo Infecto Tóxico
Assassino;Armadura;7;Avenida dos Caídos;Épico;Roxo;61–70;Traje;Traje Antimotim Sombrio;Arsenal;Ponta de Dardo Balístico;Patrulha;Colete Tático Sombrio;Tecnovarredura;Placa de Sensor Roxa;Costela Mutagênica;Resíduo Infecto Mutagênico
Assassino;Armadura;8;Complexo Helix;Épico;Roxo;71–80;Traje;Traje Helix de Infiltração;Arsenal;Filamento Helix Cortante;Patrulha;Camada de Polímero Silencioso;Tecnovarredura;Interface de Camuflagem Helix;Placa Óssea Mutante;Resíduo Infecto Mutagênico
Assassino;Armadura;9;Necrópole Industrial;Lendário;Vermelho;81–90;Traje;Traje Titânico da Necrópole;Arsenal;Lâmina Titânica Oculta;Patrulha;Malha de Fibra Pesada;Tecnovarredura;Núcleo Necrótico Carmesim;Costela Saturada;Resíduo Infecto Saturado
Assassino;Armadura;10;Marco Zero;Lendário;Vermelho;91–100;Traje;Traje da Ruína Silenciosa;Arsenal;Fragmento Rubro Oculto;Patrulha;Manta de Fibra Escarlate;Tecnovarredura;Núcleo de Ocultação Final;Carapaça do Colapso;Resíduo Infecto Saturado
Assassino;Pernas;1;Subúrbio Silencioso;Comum;Branco;0–10;Perneiras;Perneiras de Jeans Cortado;Arsenal;Prego Afiado de Cerca;Patrulha;Retalho de Jeans Ajustado;Tecnovarredura;Fio de Lanterna;Rótula Frágil Infectada;Resíduo Infecto Pálido
Assassino;Pernas;2;Distrito da Ferrugem;Comum;Branco;11–20;Perneiras;Perneiras de Oficina Enferrujada;Arsenal;Ponta de Chave de Fenda;Patrulha;Bainha de Uniforme Escura;Tecnovarredura;Bobina de Relógio Oxidada;Patela Ressecada;Resíduo Infecto Pálido
Assassino;Pernas;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Perneiras;Perneiras de Maca Silenciosa;Arsenal;Lâmina de Tesoura Clínica;Patrulha;Acolchoado de Maca Fino;Tecnovarredura;Cabo de Monitor Clínico;Tíbia Necrosada;Resíduo Infecto Amarelado
Assassino;Pernas;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Perneiras;Perneiras de Passageiro Oculto;Arsenal;Ponta de Canivete Quebrado;Patrulha;Tapete de Embarque Desfiado;Tecnovarredura;Sensor de Esteira;Escápula Calcificada;Resíduo Infecto Amarelado
Assassino;Pernas;5;Zona de Quarentena 9;Raro;Verde;41–50;Perneiras;Perneiras de Quarentena Leve;Arsenal;Dardo de Contenção Verde;Patrulha;Acolchoado Antimordida Leve;Tecnovarredura;Chip Sanitário Verde;Tíbia Selada Infectada;Resíduo Infecto Tóxico
Assassino;Pernas;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Perneiras;Perneiras de Cinza Industrial;Arsenal;Faca de Manutenção Queimada;Patrulha;Avental de Borracha Carbonizado;Tecnovarredura;Relé de Refinaria;Osso Carbonizado;Resíduo Infecto Tóxico
Assassino;Pernas;7;Avenida dos Caídos;Épico;Roxo;61–70;Perneiras;Perneiras de Patrulha Mutagênica;Arsenal;Espinho Balístico Roxo;Patrulha;Joelheira Tática Rasgada;Tecnovarredura;Sensor de Movimento Instável;Rótula Mutagênica;Resíduo Infecto Mutagênico
Assassino;Pernas;8;Complexo Helix;Épico;Roxo;71–80;Perneiras;Perneiras Articuladas Helix;Arsenal;Microserra Helix;Patrulha;Polímero Articulado Silencioso;Tecnovarredura;Atuador de Joelho Helix;Placa Óssea Mutante;Resíduo Infecto Mutagênico
Assassino;Pernas;9;Necrópole Industrial;Lendário;Vermelho;81–90;Perneiras;Perneiras Necróticas de Fibra;Arsenal;Lâmina Curva Carmesim;Patrulha;Trama de Fibra Pesada;Tecnovarredura;Câmara Carmesim de Movimento;Placa Óssea Saturada;Resíduo Infecto Saturado
Assassino;Pernas;10;Marco Zero;Lendário;Vermelho;91–100;Perneiras;Perneiras do Marco Zero;Arsenal;Ponta Rubra do Colapso;Patrulha;Fibra Rubra Articulada;Tecnovarredura;Módulo de Passo Silencioso;Vértebra do Colapso;Resíduo Infecto Saturado
Assassino;Pés;1;Subúrbio Silencioso;Comum;Branco;0–10;Sapatilhas;Sapatilhas de Pano Escuro;Arsenal;Tachinhas Afiadas;Patrulha;Sola de Tênis Gasto;Tecnovarredura;Pilha de Lanterna Pequena;Garra Frágil Infectada;Resíduo Infecto Pálido
Assassino;Pés;2;Distrito da Ferrugem;Comum;Branco;11–20;Sapatilhas;Sapatilhas de Ferrugem Baixa;Arsenal;Cravos Oxidados Pequenos;Patrulha;Cadarço de Uniforme Gasto;Tecnovarredura;Sensor de Porta Oxidado;Couro Ressecado;Resíduo Infecto Pálido
Assassino;Pés;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Sapatilhas;Sapatilhas de Enfermaria Silenciosa;Arsenal;Agulhas de Sutura Entortadas;Patrulha;Cobertura Cirúrgica Rasgada;Tecnovarredura;Sensor de Oxímetro;Pele Necrosada;Resíduo Infecto Amarelado
Assassino;Pés;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Sapatilhas;Sapatilhas de Esteira Quebrada;Arsenal;Lâmina de Etiqueta Cortante;Patrulha;Tapete de Piso Emborrachado;Tecnovarredura;Chip de Esteira de Bagagem;Garra Calcificada;Resíduo Infecto Amarelado
Assassino;Pés;5;Zona de Quarentena 9;Raro;Verde;41–50;Sapatilhas;Sapatilhas de Quarentena Selada;Arsenal;Espinhos de Barreira Sanitária;Patrulha;Manguito Antimordida Leve;Tecnovarredura;Detector de Gás Verde;Osso Selado Infectado;Resíduo Infecto Tóxico
Assassino;Pés;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Sapatilhas;Sapatilhas de Cinza Silenciosa;Arsenal;Lascas de Metal Queimado;Patrulha;Sola Antióleo Queimada;Tecnovarredura;Sensor de Vapor Cinzento;Osso Carbonizado;Resíduo Infecto Tóxico
Assassino;Pés;7;Avenida dos Caídos;Épico;Roxo;61–70;Sapatilhas;Sapatilhas de Asfalto Mutagênico;Arsenal;Cravo Balístico Roxo;Patrulha;Reforço de Polímero de Tornozelo;Tecnovarredura;Módulo de Passo Instável;Garra Mutagênica;Resíduo Infecto Mutagênico
Assassino;Pés;8;Complexo Helix;Épico;Roxo;71–80;Sapatilhas;Sapatilhas de Tração Helix;Arsenal;Agulhas Helix de Aderência;Patrulha;Revestimento de Polímero Translúcido;Tecnovarredura;Atuador de Tração Helix;Nervo Biomecânico Mutante;Resíduo Infecto Mutagênico
Assassino;Pés;9;Necrópole Industrial;Lendário;Vermelho;81–90;Sapatilhas;Sapatilhas de Passo Carmesim;Arsenal;Microgarras Titânicas;Patrulha;Fibra de Compressão Pesada;Tecnovarredura;Selo de Marcha Carmesim;Garra Rubra Saturada;Resíduo Infecto Saturado
Assassino;Pés;10;Marco Zero;Lendário;Vermelho;91–100;Sapatilhas;Sapatilhas do Eclipse Rubro;Arsenal;Garra Titânica do Marco;Patrulha;Fibra Escarlate de Tração;Tecnovarredura;Célula Rubra de Silêncio;Osso do Colapso;Resíduo Infecto Saturado
Médico;Main Hand;1;Subúrbio Silencioso;Comum;Branco;0–5;Serra;Serra de Emergência Quebrada;Tecnovarredura;Motor de Cortador Quebrado;Coleta;Faixa de Socorro Rasgada;Contenção;Antisséptico Vencido;Tendão Frágil Infectado;Resíduo Infecto Pálido
Médico;Main Hand;1;Subúrbio Silencioso;Comum;Branco;6–10;Desfibrilador;Desfibrilador de Rádio Improvisado;Tecnovarredura;Bateria de Rádio Quebrada;Coleta;Cabo de Extensão Gasto;Contenção;Eletrodo de Borracha Sujo;Glândula Fétida Infectada;Resíduo Infecto Pálido
Médico;Main Hand;2;Distrito da Ferrugem;Comum;Branco;11–15;Serra;Serra de Oficina Médica Oxidada;Tecnovarredura;Módulo de Serra Oxidado;Coleta;Tira de Uniforme Paramédico;Contenção;Cartucho Filtrante Oxidado;Carapaça Oleosa Ressecada;Resíduo Infecto Pálido
Médico;Main Hand;2;Distrito da Ferrugem;Comum;Branco;16–20;Desfibrilador;Desfibrilador de Bobina Enferrujada;Tecnovarredura;Bobina de Choque Oxidada;Coleta;Luva de Borracha Gasta;Contenção;Isolador de Oficina;Nervo Ressecado;Resíduo Infecto Pálido
Médico;Main Hand;3;Hospital Santa Ruína;Incomum;Amarelo;21–25;Serra;Serra Cirúrgica de Triagem;Tecnovarredura;Motor Cirúrgico Quebrado;Coleta;Faixa Esterilizada Amarelada;Contenção;Selo de Isolamento Clínico;Cartilagem Necrosada;Resíduo Infecto Amarelado
Médico;Main Hand;3;Hospital Santa Ruína;Incomum;Amarelo;26–30;Desfibrilador;Desfibrilador de Leito Clínico;Tecnovarredura;Placa de Desfibrilador Rachada;Coleta;Cabo de Eletrodo Hospitalar;Contenção;Gel Condutor Vencido;Coração Necrosado;Resíduo Infecto Amarelado
Médico;Main Hand;4;Terminal dos Esquecidos;Incomum;Amarelo;31–35;Serra;Serra de Resgate do Terminal;Tecnovarredura;Motor de Porta Automática;Coleta;Alça de Kit de Resgate;Contenção;Isolante de Painel Sanitário;Nervo Calcificado;Resíduo Infecto Amarelado
Médico;Main Hand;4;Terminal dos Esquecidos;Incomum;Amarelo;36–40;Desfibrilador;Desfibrilador de Cabine de Emergência;Tecnovarredura;Capacitor de Cabine;Coleta;Manta de Emergência Rasgada;Contenção;Lacre de Maleta Médica;Fluido Escurecido;Resíduo Infecto Amarelado
Médico;Main Hand;5;Zona de Quarentena 9;Raro;Verde;41–45;Serra;Serra de Contenção Verde;Tecnovarredura;Atuador de Corte Sanitário;Coleta;Cinta de Colete Clínico;Contenção;Ampola Selante Verde;Nervo Infectado;Resíduo Infecto Tóxico
Médico;Main Hand;5;Zona de Quarentena 9;Raro;Verde;46–50;Desfibrilador;Desfibrilador de Quarentena;Tecnovarredura;Bateria de Choque Verde;Coleta;Manguito Antimordida;Contenção;Gel Condutor Tóxico;Coração Selado Infectado;Resíduo Infecto Tóxico
Médico;Main Hand;6;Refinaria do Pó Cinzento;Raro;Verde;51–55;Serra;Serra de Cautério Cinzento;Tecnovarredura;Motor de Cautério Industrial;Coleta;Luva Química Queimada;Contenção;Pasta Isolante Cinzenta;Glândula Carbonizada;Resíduo Infecto Tóxico
Médico;Main Hand;6;Refinaria do Pó Cinzento;Raro;Verde;56–60;Desfibrilador;Desfibrilador de Vapor Cinzento;Tecnovarredura;Condensador de Choque Cinzento;Coleta;Avental Emborrachado Queimado;Contenção;Selo Químico de Vapor;Tendão Enrijecido;Resíduo Infecto Tóxico
Médico;Main Hand;7;Avenida dos Caídos;Épico;Roxo;61–65;Serra;Serra de Resgate Mutagênica;Tecnovarredura;Motor de Resgate Blindado;Coleta;Cinto de Maca Tática;Contenção;Cápsula Cerâmica Roxa;Mandíbula Mutagênica;Resíduo Infecto Mutagênico
Médico;Main Hand;7;Avenida dos Caídos;Épico;Roxo;66–70;Desfibrilador;Desfibrilador Antimotim;Tecnovarredura;Núcleo de Choque Policial;Coleta;Colete Paramédico Rasgado;Contenção;Selo Balístico Instável;Coração Mutado;Resíduo Infecto Mutagênico
Médico;Main Hand;8;Complexo Helix;Épico;Roxo;71–75;Serra;Serra Helix de Microcorte;Tecnovarredura;Microserra Helix;Coleta;Trama de Polímero Clínico;Contenção;Cápsula de Contenção Helix;Cartilagem Mutante;Resíduo Infecto Mutagênico
Médico;Main Hand;8;Complexo Helix;Épico;Roxo;76–80;Desfibrilador;Desfibrilador Neural Helix;Tecnovarredura;Atuador Neural de Choque;Coleta;Revestimento Sintético Clínico;Contenção;Módulo Cerâmico Helix;Glândula Sensorial Mutante;Resíduo Infecto Mutagênico
Médico;Main Hand;9;Necrópole Industrial;Lendário;Vermelho;81–85;Serra;Serra Necroclínica Carmesim;Tecnovarredura;Rotor Titânico Clínico;Coleta;Malha de Fibra Médica;Contenção;Núcleo de Vedação Carmesim;Tendão Saturado;Resíduo Infecto Saturado
Médico;Main Hand;9;Necrópole Industrial;Lendário;Vermelho;86–90;Desfibrilador;Desfibrilador Carmesim da Necrópole;Tecnovarredura;Condutor Carmesim de Choque;Coleta;Rede de Fibra Bioelétrica;Contenção;Câmara Necrótica Selada;Coração Saturado;Resíduo Infecto Saturado
Médico;Main Hand;10;Marco Zero;Lendário;Vermelho;91–95;Serra;Serra do Marco Zero;Tecnovarredura;Lâmina Rubra de Microcorte;Coleta;Manta de Fibra Escarlate Médica;Contenção;Núcleo Rubro de Esterilização;Tecido Neural do Colapso;Resíduo Infecto Saturado
Médico;Main Hand;10;Marco Zero;Lendário;Vermelho;96–100;Desfibrilador;Desfibrilador do Último Pulso;Tecnovarredura;Núcleo de Reanimação Rubro;Coleta;Trança de Fibra de Pulso;Contenção;Selo Final de Contenção;Núcleo Vivo do Colapso;Resíduo Infecto Saturado
Médico;Off Hand;1;Subúrbio Silencioso;Comum;Branco;0–10;Injetor;Injetor de Soro Rachado;Tecnovarredura;Seringa Pneumática Quebrada;Coleta;Tubo de Soro Velho;Contenção;Ampola Vazia Suja;Glândula Fétida Infectada;Resíduo Infecto Pálido
Médico;Off Hand;2;Distrito da Ferrugem;Comum;Branco;11–20;Injetor;Injetor de Oficina Oxidado;Tecnovarredura;Pistão Pneumático Oxidado;Coleta;Bolsa de Socorro Gasta;Contenção;Ampola Selante Oxidada;Carapaça Oleosa Ressecada;Resíduo Infecto Pálido
Médico;Off Hand;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Injetor;Injetor de Triagem Clínica;Tecnovarredura;Válvula Hipodérmica Clínica;Coleta;Tubo de Soro Hospitalar;Contenção;Lacre Estéril Amarelado;Bile Necrosada;Resíduo Infecto Amarelado
Médico;Off Hand;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Injetor;Injetor de Emergência do Terminal;Tecnovarredura;Módulo de Maleta DEA;Coleta;Correia de Bolsa Médica;Contenção;Cartucho Sanitário de Cabine;Fluido Escurecido;Resíduo Infecto Amarelado
Médico;Off Hand;5;Zona de Quarentena 9;Raro;Verde;41–50;Injetor;Injetor de Quarentena Verde;Tecnovarredura;Pistão de Dose Sanitária;Coleta;Cinta de Ampolas Verdes;Contenção;Selante Bioquímico Verde;Secreção Tóxica;Resíduo Infecto Tóxico
Médico;Off Hand;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Injetor;Injetor de Reagente Cinzento;Tecnovarredura;Válvula de Pressão Cinzenta;Coleta;Luva Química Carbonizada;Contenção;Cápsula Química Ressecada;Glândula Carbonizada;Resíduo Infecto Tóxico
Médico;Off Hand;7;Avenida dos Caídos;Épico;Roxo;61–70;Injetor;Injetor Mutagênico de Campo;Tecnovarredura;Propulsor Hipodérmico Roxo;Coleta;Bolsa Tática de Ampolas;Contenção;Cartucho Cerâmico Roxo;Pulmão Mutagênico;Resíduo Infecto Mutagênico
Médico;Off Hand;8;Complexo Helix;Épico;Roxo;71–80;Injetor;Injetor Helix de Estabilização;Tecnovarredura;Atuador de Dosagem Helix;Coleta;Revestimento de Polímero Estéril;Contenção;Ampola Cerâmica Helix;Secreção Mutante;Resíduo Infecto Mutagênico
Médico;Off Hand;9;Necrópole Industrial;Lendário;Vermelho;81–90;Injetor;Injetor Carmesim de Reanimação;Tecnovarredura;Núcleo de Dosagem Carmesim;Coleta;Malha de Fibra de Ampolas;Contenção;Câmara de Vedação Carmesim;Vesícula Saturada;Resíduo Infecto Saturado
Médico;Off Hand;10;Marco Zero;Lendário;Vermelho;91–100;Injetor;Injetor do Marco Zero;Tecnovarredura;Atuador Rubro de Dose Final;Coleta;Fibra Escarlate de Suporte;Contenção;Núcleo Rubro de Esterilização;Tecido Primordial Infectado;Resíduo Infecto Saturado
Médico;Elmo;1;Subúrbio Silencioso;Comum;Branco;0–10;Máscara;Máscara Clínica Rasgada;Tecnovarredura;Clipe de Respirador Quebrado;Coleta;Tira de Máscara Gasta;Contenção;Filtro Pálido Sujo;Membrana Pálida Infectada;Resíduo Infecto Pálido
Médico;Elmo;2;Distrito da Ferrugem;Comum;Branco;11–20;Máscara;Máscara de Oficina Médica;Tecnovarredura;Válvula de Respirador Oxidada;Coleta;Elástico de Uniforme Oleoso;Contenção;Cartucho Filtrante Oxidado;Couro Ressecado;Resíduo Infecto Pálido
Médico;Elmo;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Máscara;Máscara de Isolamento Clínico;Tecnovarredura;Sensor de Respiração Quebrado;Coleta;Touca Cirúrgica Reforçada;Contenção;Vedação de Máscara Clínica;Pele Necrosada;Resíduo Infecto Amarelado
Médico;Elmo;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Máscara;Máscara de Cabine Sanitária;Tecnovarredura;Módulo de Purificador de Cabine;Coleta;Alça de Máscara de Viagem;Contenção;Filtro de Cabine Amarelado;Mandíbula Escurecida;Resíduo Infecto Amarelado
Médico;Elmo;5;Zona de Quarentena 9;Raro;Verde;41–50;Máscara;Máscara de Quarentena Verde;Tecnovarredura;Válvula Sanitária Verde;Coleta;Forro Antimordida Clínico;Contenção;Cartucho de Quarentena Verde;Pulmão Selado Infectado;Resíduo Infecto Tóxico
Médico;Elmo;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Máscara;Máscara de Vapor Cinzento;Tecnovarredura;Sensor de Vapores Cinzento;Coleta;Gola de Borracha Química;Contenção;Filtro de Vapor Ressecado;Mandíbula Carbonizada;Resíduo Infecto Tóxico
Médico;Elmo;7;Avenida dos Caídos;Épico;Roxo;61–70;Máscara;Máscara de Resgate Mutagênico;Tecnovarredura;Microvisor de Campo Roxo;Coleta;Balaclava Paramédica Rasgada;Contenção;Inserto Cerâmico Respiratório;Placa Óssea Mutagênica;Resíduo Infecto Mutagênico
Médico;Elmo;8;Complexo Helix;Épico;Roxo;71–80;Máscara;Máscara Helix de Biofiltro;Tecnovarredura;Módulo Respiratório Helix;Coleta;Polímero Craniano Estéril;Contenção;Cápsula Biofiltrante Helix;Glândula Sensorial Mutante;Resíduo Infecto Mutagênico
Médico;Elmo;9;Necrópole Industrial;Lendário;Vermelho;81–90;Máscara;Máscara Carmesim de Contenção;Tecnovarredura;Interface Ocular Carmesim;Coleta;Trama de Fibra Facial;Contenção;Núcleo de Respiração Carmesim;Placa Óssea Saturada;Resíduo Infecto Saturado
Médico;Elmo;10;Marco Zero;Lendário;Vermelho;91–100;Máscara;Máscara do Marco Zero;Tecnovarredura;Visor Rubro de Bioleitura;Coleta;Forro de Fibra Escarlate;Contenção;Núcleo Rubro de Respiração;Pele do Colapso;Resíduo Infecto Saturado
Médico;Armadura;1;Subúrbio Silencioso;Comum;Branco;0–10;Colete;Colete de Primeiros Socorros;Tecnovarredura;Rádio Médico Quebrado;Coleta;Bolsa de Curativo Rasgada;Contenção;Espuma Antisséptica Suja;Osso Frágil Infectado;Resíduo Infecto Pálido
Médico;Armadura;2;Distrito da Ferrugem;Comum;Branco;11–20;Colete;Colete Paramédico Enferrujado;Tecnovarredura;Placa de Rádio Oxidada;Coleta;Bolsa de Ferramentas Médicas Gasta;Contenção;Vedação de Oficina Sanitária;Costela Ressecada;Resíduo Infecto Pálido
Médico;Armadura;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Colete;Colete de Triagem Clínica;Tecnovarredura;Monitor Portátil Rachado;Coleta;Avental Hospitalar Grosso;Contenção;Placa de Isolamento Clínico;Costela Necrosada;Resíduo Infecto Amarelado
Médico;Armadura;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Colete;Colete de Resgate do Terminal;Tecnovarredura;Rastreador de Maleta de Emergência;Coleta;Manta de Emergência Desfiada;Contenção;Lacre Sanitário de Cabine;Escápula Calcificada;Resíduo Infecto Amarelado
Médico;Armadura;5;Zona de Quarentena 9;Raro;Verde;41–50;Colete;Colete de Quarentena Verde;Tecnovarredura;Módulo de Alarme Sanitário;Coleta;Colete Antimordida Rasgado;Contenção;Resina de Quarentena Verde;Placa Óssea Selada;Resíduo Infecto Tóxico
Médico;Armadura;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Colete;Colete de Vapor Cinzento;Tecnovarredura;Medidor de Pressão Queimado;Coleta;Avental de Borracha Carbonizado;Contenção;Vedação de Vapor Cinzenta;Placa Óssea Carbonizada;Resíduo Infecto Tóxico
