Classe;Slot;Tier;Mapa;Raridade;Cor;Nível;Tipo;Item;Origem 1;Material 1;Origem 2;Material 2;Origem 3;Material 3;Drop de mob;Resíduo de mob
Médico;Armadura;7;Avenida dos Caídos;Épico;Roxo;61–70;Colete;Colete de Campo Mutagênico;Tecnovarredura;Sensor Balístico Médico;Coleta;Colete Tático Paramédico;Contenção;Placa Cerâmica Roxa;Costela Mutagênica;Resíduo Infecto Mutagênico
Médico;Armadura;8;Complexo Helix;Épico;Roxo;71–80;Colete;Colete Helix de Estabilização;Tecnovarredura;Interface de Bioleitura Helix;Coleta;Revestimento de Polímero Clínico;Contenção;Célula Cerâmica de Contenção;Placa Óssea Mutante;Resíduo Infecto Mutagênico
Médico;Armadura;9;Necrópole Industrial;Lendário;Vermelho;81–90;Colete;Colete Carmesim da Necrópole;Tecnovarredura;Núcleo Bioelétrico Carmesim;Coleta;Malha de Fibra Médica;Contenção;Câmara de Vedação Carmesim;Costela Saturada;Resíduo Infecto Saturado
Médico;Armadura;10;Marco Zero;Lendário;Vermelho;91–100;Colete;Colete do Último Socorro;Tecnovarredura;Módulo Final de Reanimação;Coleta;Manta de Fibra Rubra;Contenção;Núcleo Rubro de Quarentena;Carapaça do Colapso;Resíduo Infecto Saturado
Médico;Pernas;1;Subúrbio Silencioso;Comum;Branco;0–10;Calças;Calças de Socorro Rasgadas;Tecnovarredura;Fivela de Monitor Quebrada;Coleta;Retalho de Calça Grossa;Contenção;Gaze Filtrante Suja;Rótula Frágil Infectada;Resíduo Infecto Pálido
Médico;Pernas;2;Distrito da Ferrugem;Comum;Branco;11–20;Calças;Calças de Oficina Sanitária;Tecnovarredura;Sensor de Ferramenta Oxidado;Coleta;Bainha de Uniforme Gasta;Contenção;Anel de Vedação Oxidado;Patela Ressecada;Resíduo Infecto Pálido
Médico;Pernas;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Calças;Calças de Triagem Clínica;Tecnovarredura;Cabo de Monitor Clínico;Coleta;Acolchoado de Maca;Contenção;Manta de Isolamento Clínico;Tíbia Necrosada;Resíduo Infecto Amarelado
Médico;Pernas;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Calças;Calças de Emergência do Terminal;Tecnovarredura;Chip de Catraca Médica;Coleta;Tapete de Embarque Desfiado;Contenção;Revestimento de Cabine Sanitária;Escápula Calcificada;Resíduo Infecto Amarelado
Médico;Pernas;5;Zona de Quarentena 9;Raro;Verde;41–50;Calças;Calças de Quarentena Leve;Tecnovarredura;Sensor de Gás Verde;Coleta;Acolchoado Antimordida;Contenção;Cápsula de Resina Verde;Tíbia Selada Infectada;Resíduo Infecto Tóxico
Médico;Pernas;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Calças;Calças de Vedação Cinzenta;Tecnovarredura;Relé de Refinaria;Coleta;Avental de Borracha Carbonizado;Contenção;Junta de Pressão Cinzenta;Osso Carbonizado;Resíduo Infecto Tóxico
Médico;Pernas;7;Avenida dos Caídos;Épico;Roxo;61–70;Calças;Calças de Resgate Mutagênico;Tecnovarredura;Sensor de Movimento Roxo;Coleta;Joelheira Paramédica Rasgada;Contenção;Placa Cerâmica de Joelho;Rótula Mutagênica;Resíduo Infecto Mutagênico
Médico;Pernas;8;Complexo Helix;Épico;Roxo;71–80;Calças;Calças Articuladas Helix;Tecnovarredura;Atuador de Joelho Helix;Coleta;Polímero Articulado Clínico;Contenção;Selo Biocerâmico Helix;Placa Óssea Mutante;Resíduo Infecto Mutagênico
Médico;Pernas;9;Necrópole Industrial;Lendário;Vermelho;81–90;Calças;Calças Carmesim de Estabilização;Tecnovarredura;Câmara de Movimento Carmesim;Coleta;Trama de Fibra Pesada;Contenção;Módulo de Vedação Articular;Placa Óssea Saturada;Resíduo Infecto Saturado
Médico;Pernas;10;Marco Zero;Lendário;Vermelho;91–100;Calças;Calças do Marco Zero;Tecnovarredura;Módulo de Passo Final;Coleta;Fibra Rubra Articulada;Contenção;Núcleo Rubro Articular;Vértebra do Colapso;Resíduo Infecto Saturado
Médico;Pés;1;Subúrbio Silencioso;Comum;Branco;0–10;Sapatos;Sapatos de Enfermagem Gastos;Tecnovarredura;Pilha de Lanterna Clínica;Coleta;Couro de Sapato Gasto;Contenção;Palmilha Filtrante Suja;Garra Frágil Infectada;Resíduo Infecto Pálido
Médico;Pés;2;Distrito da Ferrugem;Comum;Branco;11–20;Sapatos;Sapatos de Oficina Sanitária;Tecnovarredura;Sensor de Porta Oxidado;Coleta;Cadarço de Uniforme Gasto;Contenção;Vedação de Graxa Seca;Couro Ressecado;Resíduo Infecto Pálido
Médico;Pés;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Sapatos;Sapatos de Enfermaria Selada;Tecnovarredura;Sensor de Oxímetro;Coleta;Cobertura Cirúrgica Rasgada;Contenção;Película Antisséptica Rachada;Pele Necrosada;Resíduo Infecto Amarelado
Médico;Pés;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Sapatos;Sapatos de Resgate do Terminal;Tecnovarredura;Chip de Esteira de Bagagem;Coleta;Tapete de Piso Emborrachado;Contenção;Manta Isolante de Cabine;Garra Calcificada;Resíduo Infecto Amarelado
Médico;Pés;5;Zona de Quarentena 9;Raro;Verde;41–50;Sapatos;Sapatos de Quarentena Verde;Tecnovarredura;Detector de Gás Verde;Coleta;Manguito Antimordida Leve;Contenção;Gel de Desinfecção Coagulado;Osso Selado Infectado;Resíduo Infecto Tóxico
Médico;Pés;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Sapatos;Sapatos de Vapor Cinzento;Tecnovarredura;Sensor de Vapor Cinzento;Coleta;Sola de Borracha Vulcanizada;Contenção;Pasta de Vedação Cinzenta;Osso Carbonizado;Resíduo Infecto Tóxico
Médico;Pés;7;Avenida dos Caídos;Épico;Roxo;61–70;Sapatos;Sapatos de Campo Mutagênico;Tecnovarredura;Módulo de Passo Instável;Coleta;Reforço de Polímero de Tornozelo;Contenção;Inserto Cerâmico Roxo;Garra Mutagênica;Resíduo Infecto Mutagênico
Médico;Pés;8;Complexo Helix;Épico;Roxo;71–80;Sapatos;Sapatos de Tração Helix;Tecnovarredura;Atuador de Tração Helix;Coleta;Revestimento de Polímero Translúcido;Contenção;Cartucho Cerâmico Helix;Nervo Biomecânico Mutante;Resíduo Infecto Mutagênico
Médico;Pés;9;Necrópole Industrial;Lendário;Vermelho;81–90;Sapatos;Sapatos de Marcha Carmesim;Tecnovarredura;Núcleo de Passo Carmesim;Coleta;Fibra de Compressão Pesada;Contenção;Selo de Marcha Carmesim;Garra Rubra Saturada;Resíduo Infecto Saturado
Médico;Pés;10;Marco Zero;Lendário;Vermelho;91–100;Sapatos;Sapatos do Último Passo;Tecnovarredura;Atuador Rubro do Marco;Coleta;Fibra Escarlate de Tração;Contenção;Célula Rubra de Impacto;Osso do Colapso;Resíduo Infecto Saturado
Atirador;Main Hand;1;Subúrbio Silencioso;Comum;Branco;0–5;Rifle;Rifle de Cano Curto;Arsenal;Cano de Espingarda Velha;Patrulha;Bandoleira de Pano Gasto;Desmanche;Apoio de Madeira Rachado;Membrana Pálida Infectada;Resíduo Infecto Pálido
Atirador;Main Hand;1;Subúrbio Silencioso;Comum;Branco;6–10;Pistola;Pistola de Gaveta Quebrada;Arsenal;Ferrolho de Pistola Gasto;Patrulha;Coldre de Cinto Rasgado;Desmanche;Punho de Madeira Lascada;Garra Frágil Infectada;Resíduo Infecto Pálido
Atirador;Main Hand;2;Distrito da Ferrugem;Comum;Branco;11–15;Rifle;Rifle de Oficina Oxidado;Arsenal;Cano Oxidado de Carabina;Patrulha;Bandoleira Oleosa;Desmanche;Suporte de Bancada Enferrujado;Crânio Ressecado;Resíduo Infecto Pálido
Atirador;Main Hand;2;Distrito da Ferrugem;Comum;Branco;16–20;Pistola;Pistola de Chapa Enferrujada;Arsenal;Tambor Oxidado de Revólver;Patrulha;Coldre de Uniforme Gasto;Desmanche;Placa de Oficina Recortada;Osso Lascado;Resíduo Infecto Pálido
Atirador;Main Hand;3;Hospital Santa Ruína;Incomum;Amarelo;21–25;Rifle;Rifle de Dardos Clínicos;Arsenal;Lançador de Dardos Clínicos;Patrulha;Cinta de Maca Ajustável;Desmanche;Trilho de Leito Hospitalar;Glândula Necrosada;Resíduo Infecto Amarelado
Atirador;Main Hand;3;Hospital Santa Ruína;Incomum;Amarelo;26–30;Pistola;Pistola de Sedativo Quebrada;Arsenal;Câmara de Sedativo Pressurizada;Patrulha;Bolsa Paramédica Rasgada;Desmanche;Punho de Aço Clínico;Falange Necrosada;Resíduo Infecto Amarelado
Atirador;Main Hand;4;Terminal dos Esquecidos;Incomum;Amarelo;31–35;Rifle;Rifle de Sinalização de Embarque;Arsenal;Cano de Sinalizador Longo;Patrulha;Correia de Bagagem Reforçada;Desmanche;Placa de Embarque Recortada;Olho Calcificado;Resíduo Infecto Amarelado
Atirador;Main Hand;4;Terminal dos Esquecidos;Incomum;Amarelo;36–40;Pistola;Pistola de Segurança do Terminal;Arsenal;Mecanismo de Pistola de Segurança;Patrulha;Coldre de Agente Rasgado;Desmanche;Painel de Catraca Quebrado;Nervo Calcificado;Resíduo Infecto Amarelado
Atirador;Main Hand;5;Zona de Quarentena 9;Raro;Verde;41–45;Rifle;Rifle de Contenção Verde;Arsenal;Cano de Contenção Selado;Patrulha;Bandoleira Sanitária;Desmanche;Trilho de Barreira Verde;Glândula Contaminada;Resíduo Infecto Tóxico
Atirador;Main Hand;5;Zona de Quarentena 9;Raro;Verde;46–50;Pistola;Pistola de Quarentena Selada;Arsenal;Ferrolho Sanitário Verde;Patrulha;Coldre Antimordida;Desmanche;Placa de Porta Selada;Nervo Infectado;Resíduo Infecto Tóxico
Atirador;Main Hand;6;Refinaria do Pó Cinzento;Raro;Verde;51–55;Rifle;Rifle de Fuligem Cinzenta;Arsenal;Cano Industrial Queimado;Patrulha;Bandoleira Antióleo;Desmanche;Suporte de Caldeira Serrado;Crânio Carbonizado;Resíduo Infecto Tóxico
Atirador;Main Hand;6;Refinaria do Pó Cinzento;Raro;Verde;56–60;Pistola;Pistola de Pressão da Refinaria;Arsenal;Câmara de Pressão Cinzenta;Patrulha;Coldre de Borracha Queimada;Desmanche;Válvula de Refinaria;Osso Carbonizado;Resíduo Infecto Tóxico
Atirador;Main Hand;7;Avenida dos Caídos;Épico;Roxo;61–65;Rifle;Rifle Antimotim Roxo;Arsenal;Cano Balístico de Viatura;Patrulha;Bandoleira Tática Rompida;Desmanche;Calha de Viatura Blindada;Retina Mutagênica;Resíduo Infecto Mutagênico
Atirador;Main Hand;7;Avenida dos Caídos;Épico;Roxo;66–70;Pistola;Pistola de Patrulha Mutagênica;Arsenal;Ferrolho Balístico Roxo;Patrulha;Coldre Policial Rasgado;Desmanche;Placa Antimotim Recortada;Garra Mutagênica;Resíduo Infecto Mutagênico
Atirador;Main Hand;8;Complexo Helix;Épico;Roxo;71–75;Rifle;Rifle Helix de Precisão;Arsenal;Câmara Helix de Disparo;Patrulha;Cinta de Polímero Helix;Desmanche;Trilho Experimental Helix;Olho Sensorial Mutante;Resíduo Infecto Mutagênico
Atirador;Main Hand;8;Complexo Helix;Épico;Roxo;76–80;Pistola;Pistola de Pulso Experimental;Arsenal;Emissor de Pulso Helix;Patrulha;Coldre Translúcido Helix;Desmanche;Carcaça de Atuador Helix;Nervo Biomecânico Mutante;Resíduo Infecto Mutagênico
Atirador;Main Hand;9;Necrópole Industrial;Lendário;Vermelho;81–85;Rifle;Rifle Carmesim da Necrópole;Arsenal;Cano Titânico Carmesim;Patrulha;Bandoleira de Fibra Pesada;Desmanche;Trilho Necroindustrial;Nervo Saturado;Resíduo Infecto Saturado
Atirador;Main Hand;9;Necrópole Industrial;Lendário;Vermelho;86–90;Pistola;Pistola Titânica de Execução;Arsenal;Núcleo de Disparo Carmesim;Patrulha;Coldre de Fibra Tática;Desmanche;Placa Titânica Cortante;Dente de Triturador Saturado;Resíduo Infecto Saturado
Atirador;Main Hand;10;Marco Zero;Lendário;Vermelho;91–95;Rifle;Rifle do Marco Zero;Arsenal;Cano Rubro do Marco;Patrulha;Trança de Fibra Escarlate;Desmanche;Suporte Titânico do Marco;Glândula Radioinfecta Saturada;Resíduo Infecto Saturado
Atirador;Main Hand;10;Marco Zero;Lendário;Vermelho;96–100;Pistola;Pistola da Última Bala;Arsenal;Câmara Final de Disparo;Patrulha;Coldre Escarlate Saturado;Desmanche;Núcleo de Recuo Titânico;Pinça Saturada do Colapso;Resíduo Infecto Saturado
Atirador;Off Hand;1;Subúrbio Silencioso;Comum;Branco;0–10;Carregador;Carregador de Lata Amassada;Arsenal;Pente de Munição Velho;Patrulha;Bolsa de Munição Rasgada;Desmanche;Lata Metálica Amassada;Glândula Fétida Infectada;Resíduo Infecto Pálido
Atirador;Off Hand;2;Distrito da Ferrugem;Comum;Branco;11–20;Carregador;Carregador de Oficina Oxidado;Arsenal;Mola de Carregador Oxidada;Patrulha;Porta-munição Oleoso;Desmanche;Caixa de Ferramenta Recortada;Carapaça Oleosa Ressecada;Resíduo Infecto Pálido
Atirador;Off Hand;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Carregador;Carregador de Triagem Clínica;Arsenal;Tambor de Dardos Clínicos;Patrulha;Estojo de Ampolas Rasgado;Desmanche;Bandeja de Instrumentos Dobrada;Bile Necrosada;Resíduo Infecto Amarelado
Atirador;Off Hand;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Carregador;Carregador de Embarque Rápido;Arsenal;Cartucho de Sinalização;Patrulha;Porta-cartuchos de Bagagem;Desmanche;Painel de Bilheteria Recortado;Muco Amarelado;Resíduo Infecto Amarelado
Atirador;Off Hand;5;Zona de Quarentena 9;Raro;Verde;41–50;Carregador;Carregador de Quarentena Verde;Arsenal;Pente Selado Verde;Patrulha;Bolsa Sanitária de Cartuchos;Desmanche;Placa de Barreira Selada;Secreção Tóxica;Resíduo Infecto Tóxico
Atirador;Off Hand;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Carregador;Carregador de Fuligem Pesada;Arsenal;Mola Industrial Queimada;Patrulha;Estojo Antióleo;Desmanche;Caixa de Válvulas Cinzenta;Glândula Carbonizada;Resíduo Infecto Tóxico
Atirador;Off Hand;7;Avenida dos Caídos;Épico;Roxo;61–70;Carregador;Carregador Antimotim Instável;Arsenal;Tambor Balístico Roxo;Patrulha;Bolsa Tática Rasgada;Desmanche;Placa de Viatura Quebrada;Pulmão Mutagênico;Resíduo Infecto Mutagênico
Atirador;Off Hand;8;Complexo Helix;Épico;Roxo;71–80;Carregador;Carregador Helix Pressurizado;Arsenal;Pente Modular Helix;Patrulha;Estojo de Polímero Helix;Desmanche;Cápsula Experimental Helix;Secreção Mutante;Resíduo Infecto Mutagênico
Atirador;Off Hand;9;Necrópole Industrial;Lendário;Vermelho;81–90;Carregador;Carregador Carmesim da Necrópole;Arsenal;Tambor Titânico Carmesim;Patrulha;Rede de Fibra de Munição;Desmanche;Caixa Necroindustrial Selada;Vesícula Saturada;Resíduo Infecto Saturado
Atirador;Off Hand;10;Marco Zero;Lendário;Vermelho;91–100;Carregador;Carregador do Último Disparo;Arsenal;Núcleo de Munição Rubro;Patrulha;Envoltório de Fibra Escarlate;Desmanche;Câmara Titânica do Marco;Tecido Primordial Infectado;Resíduo Infecto Saturado
Atirador;Elmo;1;Subúrbio Silencioso;Comum;Branco;0–10;Viseira;Viseira de Mira Rachada;Arsenal;Lente de Mira Quebrada;Patrulha;Faixa de Boné Gasto;Desmanche;Armação de Óculos Quebrada;Membrana Pálida Infectada;Resíduo Infecto Pálido
Atirador;Elmo;2;Distrito da Ferrugem;Comum;Branco;11–20;Viseira;Viseira de Oficina Oxidada;Arsenal;Retículo Oxidado;Patrulha;Tira de Avental de Oficina;Desmanche;Armação de Solda Enferrujada;Couro Ressecado;Resíduo Infecto Pálido
Atirador;Elmo;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Viseira;Viseira de Triagem Balística;Arsenal;Sensor de Pulso Rachado;Patrulha;Touca de Resgate Reforçada;Desmanche;Arco de Protetor Facial;Pele Necrosada;Resíduo Infecto Amarelado
Atirador;Elmo;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Viseira;Viseira de Embarque Tático;Arsenal;Lente de Segurança do Terminal;Patrulha;Tira de Bagageiro Acolchoada;Desmanche;Visor de Cabine Quebrado;Mandíbula Escurecida;Resíduo Infecto Amarelado
Atirador;Elmo;5;Zona de Quarentena 9;Raro;Verde;41–50;Viseira;Viseira de Quarentena Verde;Arsenal;Retículo Sanitário Verde;Patrulha;Forro Antimordida Tático;Desmanche;Moldura de Contenção Selada;Pulmão Selado Infectado;Resíduo Infecto Tóxico
Atirador;Elmo;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Viseira;Viseira de Vapor Cinzento;Arsenal;Lente Térmica Queimada;Patrulha;Gola de Borracha Queimada;Desmanche;Máscara de Solda Pesada;Mandíbula Carbonizada;Resíduo Infecto Tóxico
Atirador;Elmo;7;Avenida dos Caídos;Épico;Roxo;61–70;Viseira;Viseira Antimotim Roxa;Arsenal;Microvisor Balístico Roxo;Patrulha;Acolchoado Tático Rasgado;Desmanche;Casco de Capacete de Motim;Placa Óssea Mutagênica;Resíduo Infecto Mutagênico
Atirador;Elmo;8;Complexo Helix;Épico;Roxo;71–80;Viseira;Viseira Helix de Rastreamento;Arsenal;Módulo de Mira Helix;Patrulha;Revestimento de Polímero Craniano;Desmanche;Cúpula de Proteção Helix;Glândula Sensorial Mutante;Resíduo Infecto Mutagênico
Atirador;Elmo;9;Necrópole Industrial;Lendário;Vermelho;81–90;Viseira;Viseira Carmesim da Necrópole;Arsenal;Interface Ocular Carmesim;Patrulha;Trama de Fibra Craniana;Desmanche;Casco Titânico Industrial;Placa Óssea Saturada;Resíduo Infecto Saturado
Atirador;Elmo;10;Marco Zero;Lendário;Vermelho;91–100;Viseira;Viseira do Marco Zero;Arsenal;Visor Rubro de Precisão;Patrulha;Forro de Fibra Escarlate;Desmanche;Coroa Titânica do Marco;Pele do Colapso;Resíduo Infecto Saturado
Atirador;Armadura;1;Subúrbio Silencioso;Comum;Branco;0–10;Jaqueta;Jaqueta de Couro Furado;Arsenal;Cartucheira de Pano Gasto;Patrulha;Jaqueta de Couro Rasgada;Desmanche;Placa de Porta Leve;Osso Frágil Infectado;Resíduo Infecto Pálido
Atirador;Armadura;2;Distrito da Ferrugem;Comum;Branco;11–20;Jaqueta;Jaqueta de Oficina Oxidada;Arsenal;Porta-munição Oxidado;Patrulha;Macacão de Oficina Cortado;Desmanche;Lataria Enferrujada;Costela Ressecada;Resíduo Infecto Pálido
Atirador;Armadura;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Jaqueta;Jaqueta de Resgate Clínico;Arsenal;Bolso de Dardos Clínicos;Patrulha;Avental de Resgate Grosso;Desmanche;Estrutura de Maca Dobrada;Costela Necrosada;Resíduo Infecto Amarelado
Atirador;Armadura;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Jaqueta;Jaqueta de Patrulha do Terminal;Arsenal;Cartucheira de Segurança;Patrulha;Jaqueta de Passageiro Reforçada;Desmanche;Painel de Bagageiro Amassado;Escápula Calcificada;Resíduo Infecto Amarelado
Atirador;Armadura;5;Zona de Quarentena 9;Raro;Verde;41–50;Jaqueta;Jaqueta de Quarentena Balística;Arsenal;Porta-cápsulas Verde;Patrulha;Colete Sanitário Rasgado;Desmanche;Painel de Barreira Selada;Placa Óssea Selada;Resíduo Infecto Tóxico
Atirador;Armadura;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Jaqueta;Jaqueta de Refinaria Blindada;Arsenal;Bolsa de Cartuchos Queimada;Patrulha;Avental Antióleo Reforçado;Desmanche;Placa de Caldeira Pesada;Placa Óssea Carbonizada;Resíduo Infecto Tóxico
Atirador;Armadura;7;Avenida dos Caídos;Épico;Roxo;61–70;Jaqueta;Jaqueta Antimotim do Atirador;Arsenal;Cinta de Munição Balística;Patrulha;Colete Tático Rasgado;Desmanche;Placa Antimotim Recortada;Costela Mutagênica;Resíduo Infecto Mutagênico
Atirador;Armadura;8;Complexo Helix;Épico;Roxo;71–80;Jaqueta;Jaqueta Helix de Precisão;Arsenal;Módulo de Recarga Helix;Patrulha;Revestimento de Polímero Helix;Desmanche;Carcaça Experimental Helix;Placa Óssea Mutante;Resíduo Infecto Mutagênico
Atirador;Armadura;9;Necrópole Industrial;Lendário;Vermelho;81–90;Jaqueta;Jaqueta Titânica da Necrópole;Arsenal;Câmara de Cartuchos Carmesim;Patrulha;Malha de Fibra Pesada;Desmanche;Couraça Titânica Industrial;Costela Saturada;Resíduo Infecto Saturado
Atirador;Armadura;10;Marco Zero;Lendário;Vermelho;91–100;Jaqueta;Jaqueta do Último Disparo;Arsenal;Porta-cargas Rubro;Patrulha;Manta de Fibra Rubra;Desmanche;Placas Titânicas do Marco;Carapaça do Colapso;Resíduo Infecto Saturado
Atirador;Pernas;1;Subúrbio Silencioso;Comum;Branco;0–10;Cargueiras;Cargueiras de Rua Rasgadas;Arsenal;Bolso de Munição Furado;Patrulha;Calça Cargo Rasgada;Desmanche;Fivela Metálica Amassada;Rótula Frágil Infectada;Resíduo Infecto Pálido
Atirador;Pernas;2;Distrito da Ferrugem;Comum;Branco;11–20;Cargueiras;Cargueiras de Oficina Oleosa;Arsenal;Porta-cartuchos Oxidado;Patrulha;Bainha de Uniforme Gasta;Desmanche;Painel de Lataria Curvado;Patela Ressecada;Resíduo Infecto Pálido
Atirador;Pernas;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Cargueiras;Cargueiras de Maca de Campo;Arsenal;Estojo de Dardos Clínicos;Patrulha;Acolchoado de Maca;Desmanche;Tala Metálica Hospitalar;Tíbia Necrosada;Resíduo Infecto Amarelado
Atirador;Pernas;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Cargueiras;Cargueiras de Embarque Tático;Arsenal;Bolsa de Cartuchos de Sinalização;Patrulha;Tapete de Embarque Desfiado;Desmanche;Degrau de Escada Rolante;Escápula Calcificada;Resíduo Infecto Amarelado
Atirador;Pernas;5;Zona de Quarentena 9;Raro;Verde;41–50;Cargueiras;Cargueiras de Quarentena Verde;Arsenal;Clip de Cápsulas Verdes;Patrulha;Acolchoado Antimordida;Desmanche;Aro de Câmara de Desinfecção;Tíbia Selada Infectada;Resíduo Infecto Tóxico
Atirador;Pernas;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Cargueiras;Cargueiras de Pó Cinzento;Arsenal;Estojo de Munição Química;Patrulha;Avental de Borracha Carbonizado;Desmanche;Segmento de Duto Pesado;Osso Carbonizado;Resíduo Infecto Tóxico
Atirador;Pernas;7;Avenida dos Caídos;Épico;Roxo;61–70;Cargueiras;Cargueiras de Patrulha Mutagênica;Arsenal;Pente Balístico Roxo;Patrulha;Joelheira Tática Rasgada;Desmanche;Para-choque Blindado Recortado;Rótula Mutagênica;Resíduo Infecto Mutagênico
Atirador;Pernas;8;Complexo Helix;Épico;Roxo;71–80;Cargueiras;Cargueiras Articuladas Helix;Arsenal;Cartucho Modular Helix;Patrulha;Polímero Articulado Silencioso;Desmanche;Articulação Mecânica Helix;Placa Óssea Mutante;Resíduo Infecto Mutagênico
Atirador;Pernas;9;Necrópole Industrial;Lendário;Vermelho;81–90;Cargueiras;Cargueiras Carmesim de Fibra;Arsenal;Cilindro de Munição Carmesim;Patrulha;Trama de Fibra Pesada;Desmanche;Placa Tibial Titânica;Placa Óssea Saturada;Resíduo Infecto Saturado
Atirador;Pernas;10;Marco Zero;Lendário;Vermelho;91–100;Cargueiras;Cargueiras do Marco Zero;Arsenal;Porta-cargas do Marco;Patrulha;Fibra Rubra Articulada;Desmanche;Segmento Titânico de Exoesqueleto;Vértebra do Colapso;Resíduo Infecto Saturado
Atirador;Pés;1;Subúrbio Silencioso;Comum;Branco;0–10;Coturnos;Coturnos de Patrulha Gasta;Arsenal;Cravos de Cartucho Velho;Patrulha;Couro de Coturno Gasto;Desmanche;Biqueira de Lata Amassada;Garra Frágil Infectada;Resíduo Infecto Pálido
Atirador;Pés;2;Distrito da Ferrugem;Comum;Branco;11–20;Coturnos;Coturnos de Ferrugem Baixa;Arsenal;Rebites de Munição Oxidados;Patrulha;Cadarço de Uniforme Gasto;Desmanche;Cravos de Ferro Oxidados;Couro Ressecado;Resíduo Infecto Pálido
Atirador;Pés;3;Hospital Santa Ruína;Incomum;Amarelo;21–30;Coturnos;Coturnos de Enfermaria Tática;Arsenal;Agulhas de Dardo Clínico;Patrulha;Cobertura Cirúrgica Rasgada;Desmanche;Estribo de Leito Clínico;Pele Necrosada;Resíduo Infecto Amarelado
Atirador;Pés;4;Terminal dos Esquecidos;Incomum;Amarelo;31–40;Coturnos;Coturnos de Terminal Quebrado;Arsenal;Cartucho de Sinalizador Curto;Patrulha;Tapete de Piso Emborrachado;Desmanche;Rolete de Esteira de Bagagem;Garra Calcificada;Resíduo Infecto Amarelado
Atirador;Pés;5;Zona de Quarentena 9;Raro;Verde;41–50;Coturnos;Coturnos de Quarentena Verde;Arsenal;Cápsulas de Gás Verde;Patrulha;Manguito Antimordida Leve;Desmanche;Reforço de Barreira Selada;Osso Selado Infectado;Resíduo Infecto Tóxico
Atirador;Pés;6;Refinaria do Pó Cinzento;Raro;Verde;51–60;Coturnos;Coturnos de Refinaria Cinzenta;Arsenal;Cargas de Pólvora Cinzenta;Patrulha;Sola de Borracha Vulcanizada;Desmanche;Placa de Piso de Refinaria;Osso Carbonizado;Resíduo Infecto Tóxico
Atirador;Pés;7;Avenida dos Caídos;Épico;Roxo;61–70;Coturnos;Coturnos de Asfalto Balístico;Arsenal;Cravos Balísticos Roxos;Patrulha;Reforço de Polímero de Tornozelo;Desmanche;Pedal de Viatura Blindada;Garra Mutagênica;Resíduo Infecto Mutagênico
Atirador;Pés;8;Complexo Helix;Épico;Roxo;71–80;Coturnos;Coturnos de Tração Helix;Arsenal;Microcápsulas Helix;Patrulha;Revestimento de Polímero Translúcido;Desmanche;Junta Mecânica Helix;Nervo Biomecânico Mutante;Resíduo Infecto Mutagênico
Atirador;Pés;9;Necrópole Industrial;Lendário;Vermelho;81–90;Coturnos;Coturnos de Marcha Carmesim;Arsenal;Cartucho de Impacto Carmesim;Patrulha;Fibra de Compressão Pesada;Desmanche;Calcanhar Titânico Industrial;Garra Rubra Saturada;Resíduo Infecto Saturado
Atirador;Pés;10;Marco Zero;Lendário;Vermelho;91–100;Coturnos;Coturnos do Marco Zero;Arsenal;Carga Rubra de Tração;Patrulha;Fibra Escarlate de Tração;Desmanche;Solado Titânico do Marco;Osso do Colapso;Resíduo Infecto Saturado
